energy	cross_section
1e-05	0
1.0584e-05	0
1.12022e-05	0
1.18564e-05	0
1.25489e-05	0
1.32818e-05	0
1.40575e-05	0
1.48785e-05	0
1.57475e-05	0
1.66672e-05	0
1.76406e-05	0
1.86709e-05	0
1.97613e-05	0
2.09155e-05	0
2.2137e-05	0
2.34299e-05	0
2.47983e-05	0
2.62466e-05	0
2.77795e-05	0
2.94019e-05	0
3.11191e-05	0
3.29366e-05	0
3.48602e-05	0
3.68962e-05	0
3.9051e-05	0
4.13318e-05	0
4.37457e-05	0
4.63006e-05	0
4.90047e-05	0
5.18668e-05	0
5.4896e-05	0
5.81022e-05	0
6.14955e-05	0
6.50871e-05	0
6.88884e-05	0
7.29118e-05	0
7.71701e-05	0
8.16771e-05	0
8.64474e-05	0
9.14962e-05	0
9.68399e-05	0
0.000102496	0
0.000108482	0
0.000114818	0
0.000121523	0
0.000128621	0
0.000136133	0
0.000144083	0
0.000152498	0
0.000161405	0
0.000170832	0
0.000180809	0
0.000191369	0
0.000202545	0
0.000214375	0
0.000226895	0
0.000240147	0
0.000254172	0
0.000269017	0
0.000284728	0
0.000301357	0
0.000318958	0
0.000337586	0
0.000357302	0
0.00037817	0
0.000400257	0
0.000423633	0
0.000448375	0
0.000474562	0
0.000502278	0
0.000531613	0
0.000562661	0
0.000595522	0
0.000630303	0
0.000667115	0
0.000706077	0
0.000747315	0
0.000790961	0
0.000837156	0
0.000886049	0
0.000937797	0
0.000992568	0
0.00105054	0
0.00111189	0
0.00117683	0
0.00124556	0
0.00131831	0
0.0013953	0
0.00147679	0
0.00156304	0
0.00165433	0
0.00175095	0
0.00185321	0
0.00196145	0
0.002076	0
0.00219725	0
0.00232558	0
0.0024614	0
0.00260515	0
0.00275731	0
0.00291834	0
0.00308878	0
0.00326918	0
0.00346011	0
0.0036622	0
0.00387608	0
0.00410246	0
0.00434206	0
0.00459565	0
0.00486406	0
0.00514813	0
0.0054488	0
0.00576704	0
0.00610385	0
0.00646034	0
0.00683765	0
0.00723699	0
0.00765966	0
0.00810701	0
0.00858049	0
0.00908162	0
0.00961202	0
0.0101734	0
0.0107676	0
0.0113964	0
0.012062	0
0.0127665	0
0.0135121	0
0.0143013	0
0.0151365	0
0.0160205	0
0.0169562	0
0.0179465	0
0.0189946	0
0.020104	0
0.0212782	0
0.0225209	0
0.0238362	0
0.0252283	0
0.0267017	0
0.0282612	0
0.0299118	0
0.0316587	0
0.0335077	0
0.0354647	0
0.037536	0
0.0397282	0
0.0420485	0
0.0445043	0
0.0471035	0
0.0498545	0
0.0527662	0
0.0558479	0
0.0591097	0
0.0625619	0
0.0662157	0
0.070083	0
0.0741761	0
0.0785083	0
0.0830934	0
0.0879464	0
0.0930828	0
0.0985192	0
0.104273	0
0.110363	0
0.116809	0
0.123631	0
0.130851	0
0.138493	0
0.146582	0
0.155143	0
0.164204	0
0.173794	0
0.183944	0
0.194687	0
0.206058	0
0.218092	0
0.230829	0
0.244311	0
0.258579	0
0.273681	0
0.289665	0
0.306583	0
0.324489	0
0.34344	0
0.363498	0
0.384728	0
0.407197	0
0.430979	0
0.45615	0
0.482791	0
0.510988	0
0.540831	0
0.572418	0
0.605849	0
0.641233	0
0.678683	0
0.718321	0
0.760273	0
0.804676	0
0.851672	0
0.901413	0
0.954059	0
1.00978	0
1.06875	0
1.13117	0
1.19724	0
1.26716	0
1.34117	0
1.4195	0
1.5024	0
1.59015	0
1.68302	0
1.78131	0
1.88535	0
1.99546	0
2.112	0
2.23535	0
2.3659	0
2.50408	0
2.65033	0
2.80512	0
2.96895	0
3.14235	0
3.32587	0
3.52011	0
3.7257	0
3.9433	0
4.1736	0
4.41735	0
4.67534	0
4.9484	0
5.2374	0
5.54329	0
5.86704	0
6.20969	0
6.57236	0
6.95621	0
7.36248	0
7.79248	0
8.24759	0
8.72928	0
9.2391	0
9.7787	0
10.3498	0
10.9543	0
11.5941	0
12.2712	0
12.9879	0
13.7464	0
14.5493	0
15.399	0
16.2983	0
17.2502	0
18.2577	0
19.324	0
20.4526	0
21.6471	0
22.9114	0
24.2495	0
25.6658	0
27.1647	0
28.7513	0
30.4305	0
32.2077	0
34.0888	0
36.0797	0
38.1869	0
40.4171	0
42.7776	0
45.276	0
47.9203	0
50.719	0
53.6812	0
56.8164	0
60.1346	0
63.6467	0
67.3639	0
71.2982	0
75.4623	0
79.8696	0
84.5343	0
89.4714	0
94.6969	0
100.228	0
106.081	0
112.277	0
118.834	0
125.774	0
133.12	0
140.895	0
149.124	0
157.833	0
167.051	0
176.807	0
187.134	0
198.063	0
209.631	0
221.874	0
234.832	0
248.547	0
263.063	0
278.427	0
294.688	0
311.899	0
330.115	0
349.395	0
369.801	0
391.399	0
414.258	0
438.452	0
464.06	0
491.162	0
519.848	0
550.209	0
582.344	0
616.355	0
652.352	0
690.452	0
730.777	0
773.457	0
818.63	0
866.441	0
917.044	0
970.603	0
1027.29	0
1087.29	0
1150.79	0
1218	0
1289.13	0
1364.43	0
1444.11	0
1528.45	0
1617.72	0
1712.2	0
1812.2	0
1918.04	0
2030.06	0
2148.62	0
2274.11	0
2406.93	0
2547.5	0
2696.29	0
2853.76	0
3020.43	0
3196.83	0
3383.54	0
3581.15	0
3790.31	0
4011.67	0
4245.97	0
4493.95	0
4756.41	0
5034.21	0
5328.22	0
5639.41	0
5968.77	0
6317.37	0
6686.33	0
7076.84	0
7490.15	0
7927.6	0
8390.61	0
8880.65	0
9399.31	0
9948.27	0
10529.3	0
11144.2	0
11795.1	0
12484	0
13213.1	0
13984.8	0
14801.5	0
15666	0
16581	0
17549.3	0
18574.3	0
19659.1	0
20807.3	0
22022.5	0
23308.7	0
24670	0
26110.8	0
27635.8	0
29249.8	0
30958.1	0
32766.2	0
34679.9	0
36705.3	0
38849	0
41118	0
43519.4	0
46061.1	0.0126023
48751.2	0.0475206
51598.5	0.0855677
54612	0.126738
57801.6	0.168222
61177.4	0.209764
64750.4	0.249663
68532.1	0.291892
72534.6	0.331605
76770.9	0.370585
81254.6	0.410039
86000.1	0.446887
91022.9	0.484801
96338.9	0.520432
101966	0.555911
107921	0.589058
114224	0.62414
120895	0.660316
127955	0.692071
135429	0.72568
143338	0.759324
151710	0.79136
160570	0.823285
169948	0.853479
179873	0.885435
190379	0.914727
201497	0.945044
213266	0.972865
225721	1.00231
238904	1.03007
252857	1.05772
267625	1.0845
283255	1.11039
299798	1.13779
317308	1.20132
335840	1.2413
355454	1.27834
376214	1.31531
398186	1.35452
421442	1.39634
446055	1.43373
472107	1.47029
499679	1.50864
528863	1.54828
559750	1.58666
592442	1.62147
627042	1.65728
663664	1.68834
702424	1.77129
743449	1.85683
786869	2.03536
832825	2.17557
881465	2.25127
932946	2.307
987433	2.44464
1.0451e+06	2.54009
1.10614e+06	2.78522
1.17074e+06	2.94114
1.23912e+06	3.03816
1.31149e+06	3.15898
1.38808e+06	3.16516
1.46915e+06	3.14118
1.55496e+06	3.10726
1.64577e+06	3.01943
1.74189e+06	2.83769
1.84363e+06	2.59956
1.9513e+06	2.36263
2.06526e+06	2.14877
2.18588e+06	1.96507
2.31355e+06	1.80527
2.44867e+06	1.67767
2.59168e+06	1.57606
2.74304e+06	1.50353
