energy	cross_section
3.222	2.6229
3.224	2.6396
3.226	2.658
3.228	2.6772
3.23	2.6967
3.235	2.7456
3.24	2.7936
3.245	2.8397
3.25	2.8837
3.255	2.9251
3.26	2.9638
3.265	2.9995
3.27	3.0321
3.275	3.0615
3.28	3.0877
3.285	3.1107
3.29	3.1304
3.295	3.1471
3.3	3.1607
3.305	3.1714
3.31	3.1795
3.312	3.1819
3.314	3.184
3.316	3.1858
3.318	3.1871
3.32	3.1881
3.322	3.1887
3.324	3.1891
3.326	3.1891
3.328	3.1888
3.33	3.1882
3.332	3.1873
3.334	3.1862
3.336	3.1848
3.338	3.1832
3.34	3.1814
3.345	3.176
3.35	3.1694
3.355	3.1619
3.36	3.1537
3.37	3.1357
3.38	3.1165
3.39	3.0972
3.4	3.0784
3.41	3.0607
3.42	3.0445
3.43	3.0312
3.435	3.0356
3.436	3.0456
3.437	3.0776
3.4375	3.126
3.438	3.273
3.4385	3.9797
3.439	5.5034
3.4395	4.0891
3.44	3.7812
3.4405	3.9247
3.441	4.5235
3.4415	5.5629
3.4416	5.661
3.4417	5.6575
3.4418	5.551
3.4419	5.3639
3.442	5.1305
3.4425	4.0857
3.443	3.5898
3.4435	3.3678
3.444	3.255
3.4445	3.1907
3.445	3.1506
3.45	3.0481
3.455	3.0297
3.46	3.0215
3.465	3.0166
3.47	3.0134
3.475	3.0114
3.48	3.0103
3.49	3.0101
3.5	3.0122
3.51	3.0162
3.52	3.0217
3.53	3.0283
3.54	3.0356
3.55	3.0433
3.56	3.051
3.57	3.0581
3.58	3.0643
3.59	3.0692
3.6	3.0724
3.61	3.0735
3.62	3.0723
3.63	3.0683
3.64	3.0616
3.65	3.052
3.66	3.0395
3.67	3.0244
3.68	3.0072
3.69	2.9889
3.7	2.971
3.71	2.9567
3.72	2.9526
3.73	2.9742
3.74	3.0669
3.745	3.1802
3.75	3.3973
3.755	3.8294
3.76	4.6599
3.761	4.8782
3.762	5.103
3.763	5.3224
3.764	5.52
3.765	5.6769
3.766	5.7754
3.767	5.8033
3.768	5.7577
3.769	5.6455
3.77	5.4814
3.772	5.0692
3.774	4.6431
3.776	4.2679
3.778	3.9611
3.78	3.7175
3.785	3.3093
3.79	3.0719
3.795	2.9215
3.8	2.818
3.81	2.6821
3.82	2.592
3.83	2.5238
3.84	2.4681
3.85	2.4205
3.86	2.3789
3.87	2.3423
3.88	2.3098
3.89	2.2812
3.9	2.256
3.92	2.2147
3.94	2.1824
3.96	2.1526
3.98	2.1102
4	2.0182
4.02	1.7937
4.04	1.4158
4.06	1.1791
4.08	1.1349
4.1	1.1177
4.11	1.1108
4.12	1.1186
4.13	1.1625
4.14	1.2718
4.15	1.4663
4.16	1.7178
4.165	1.8378
4.17	1.9374
4.175	2.0084
4.18	2.0487
4.185	2.0607
4.19	2.0496
4.195	2.0211
4.2	1.9805
4.21	1.8781
4.22	1.7637
4.23	1.6468
4.24	1.5315
4.25	1.4211
4.26	1.3231
4.27	1.258
4.28	1.2793
4.29	1.4897
4.3	1.9503
4.305	2.2279
4.31	2.484
4.315	2.6838
4.32	2.8086
4.321	2.8243
4.322	2.8371
4.323	2.8471
4.324	2.8543
4.325	2.859
4.326	2.8613
4.327	2.8614
4.328	2.8593
4.329	2.8553
4.33	2.8496
4.335	2.8
4.34	2.7279
4.345	2.6459
4.35	2.5621
4.355	2.4809
4.36	2.4045
4.37	2.2689
4.38	2.1554
4.39	2.0611
4.4	1.9829
4.41	1.9187
4.42	1.8677
4.43	1.831
4.44	1.8125
4.445	1.8115
4.45	1.8118
4.455	1.7837
4.46	1.5993
4.462	1.4534
4.464	1.3097
4.466	1.2162
4.468	1.1807
4.47	1.1819
4.472	1.199
4.475	1.2303
4.48	1.2712
4.485	1.2942
4.49	1.3045
4.495	1.3065
4.5	1.3028
4.505	1.2952
4.51	1.2859
4.515	1.2818
4.52	1.3267
4.521	1.3598
4.522	1.4148
4.523	1.5076
4.524	1.6649
4.525	1.9243
4.526	2.2998
4.527	2.6731
4.528	2.7934
4.529	2.6247
4.53	2.3627
4.531	2.1329
4.532	1.9598
4.533	1.8335
4.534	1.7407
4.535	1.671
4.536	1.6174
4.537	1.5752
4.538	1.5412
4.539	1.5134
4.54	1.4901
4.545	1.4143
4.55	1.3711
4.555	1.3416
4.56	1.319
4.565	1.3002
4.57	1.284
4.575	1.2693
4.58	1.2558
4.585	1.2433
4.59	1.2355
4.591	1.2386
4.592	1.2526
4.593	1.3286
4.594	2.5743
4.595	1.7395
4.596	1.3646
4.597	1.2982
4.598	1.2723
4.599	1.2573
4.6	1.247
4.605	1.2212
4.61	1.2107
4.615	1.2078
4.62	1.2182
4.625	1.274
4.626	1.2999
4.627	1.3351
4.628	1.3807
4.629	1.4331
4.63	1.4767
4.631	1.485
4.632	1.4455
4.633	1.3789
4.634	1.3132
4.635	1.2613
4.636	1.2234
4.637	1.1964
4.638	1.1768
4.639	1.1624
4.64	1.1514
4.645	1.121
4.65	1.105
4.655	1.093
4.66	1.0825
4.665	1.0725
4.67	1.0627
4.675	1.0532
4.68	1.0437
4.685	1.0342
4.69	1.0248
4.695	1.0154
4.7	1.006
4.705	0.99664
4.71	0.98728
4.715	0.97795
4.72	0.96867
4.725	0.95947
4.73	0.9504
4.735	0.94151
4.74	0.93288
4.745	0.92464
4.75	0.91694
4.755	0.91
4.76	0.90414
4.765	0.89979
4.77	0.89758
4.775	0.89839
4.78	0.90348
4.785	0.91464
4.79	0.93447
4.795	0.96655
4.8	1.0158
4.805	1.0883
4.81	1.1903
4.815	1.3255
4.82	1.4886
4.825	1.6588
4.83	1.8015
4.832	1.8429
4.834	1.8733
4.835	1.8842
4.836	1.8922
4.837	1.8973
4.838	1.8997
4.839	1.8995
4.84	1.8969
4.841	1.892
4.842	1.885
4.843	1.8761
4.844	1.8655
4.845	1.8535
4.85	1.7778
4.855	1.6898
4.86	1.602
4.87	1.4468
4.88	1.324
4.89	1.2277
4.9	1.1504
4.91	1.0864
4.92	1.0318
4.93	0.98382
4.94	0.94091
4.95	0.90208
4.96	0.86698
4.97	0.83594
4.98	0.81004
4.99	0.79146
5	0.78369
5.01	0.79181
5.02	0.82206
5.03	0.88015
5.04	0.96772
5.05	1.0784
5.06	1.1978
5.07	1.3112
5.08	1.4155
5.09	1.5313
5.1	1.731
5.102	1.7956
5.104	1.8742
5.106	1.9702
5.108	2.0875
5.11	2.2297
5.112	2.3989
5.114	2.5932
5.115	2.6972
5.116	2.8031
5.117	2.9078
5.118	3.0078
5.119	3.0986
5.12	3.1758
5.121	3.2352
5.122	3.2734
5.123	3.2885
5.124	3.2802
5.125	3.2497
5.126	3.1998
5.127	3.1341
5.128	3.0567
5.129	2.9714
5.13	2.8818
5.131	2.7909
5.132	2.7009
5.133	2.6136
5.134	2.5301
5.135	2.451
5.136	2.3767
5.137	2.3074
5.138	2.243
5.139	2.1832
5.14	2.128
5.142	2.0296
5.144	1.9456
5.146	1.8735
5.148	1.8114
5.15	1.7576
5.155	1.6505
5.16	1.571
5.165	1.5097
5.17	1.4606
5.18	1.3859
5.19	1.3304
5.2	1.2861
5.21	1.2492
5.22	1.2172
5.23	1.1887
5.24	1.1627
5.25	1.1384
5.26	1.1151
5.27	1.0919
5.28	1.0667
5.29	1.034
5.3	0.9498
5.31	1.1703
5.32	1.061
5.33	1.0244
5.34	0.99179
5.35	0.95853
5.355	0.94079
5.36	0.92148
5.365	1.0374
5.366	1.2115
5.367	1.5814
5.368	2.0423
5.369	2.0951
5.37	1.8431
5.371	1.6125
5.372	1.4571
5.373	1.3546
5.374	1.2846
5.375	1.2347
5.38	1.1138
5.385	1.0658
5.39	1.0391
5.395	1.0213
5.4	1.0082
5.41	0.98922
5.42	0.97565
5.43	0.96542
5.44	0.95779
5.45	0.95259
5.46	0.94993
5.47	0.95018
5.48	0.95391
5.49	0.96192
5.5	0.97533
5.51	0.99555
5.52	1.0244
5.53	1.064
5.54	1.1169
5.55	1.1854
5.56	1.271
5.57	1.3735
5.58	1.4889
5.59	1.6086
5.6	1.7198
5.605	1.7677
5.61	1.8084
5.615	1.8409
5.62	1.8643
5.625	1.8786
5.63	1.8842
5.635	1.8816
5.63963	1.87305
5.63963	1.87304
5.64	1.8721
5.645	1.8566
5.65	1.8364
5.655	1.8125
5.66	1.7858
5.662	1.77391
5.665	1.7564
5.668	1.73904
5.67	1.72379
5.672	1.71297
5.676	1.68504
5.678	1.67083
5.68	1.65839
5.685	1.62743
5.69	1.59979
5.695	1.571
5.7	1.54478
5.71	1.49358
5.72	1.44668
5.73	1.40377
5.74	1.36487
5.75	1.32947
5.76	1.29737
5.77	1.26816
5.78	1.24146
5.79	1.21726
5.8	1.19516
5.81	1.17505
5.82	1.15705
5.83	1.14125
5.84	1.12785
5.85	1.11774
5.86	1.11234
5.87	1.11514
5.875	1.12172
5.88	1.13373
5.885	1.1541
5.89	1.18903
5.895	1.2465
5.9	1.34623
5.905	1.52023
5.908	1.68107
5.91	1.81743
5.912	1.97493
5.915	2.21482
5.916	2.28253
5.917	2.33593
5.918	2.37073
5.919	2.38342
5.92	2.37292
5.921	2.33992
5.922	2.28752
5.923	2.22002
5.924	2.14222
5.925	2.05804
5.926	1.97372
5.928	1.81012
5.93	1.66522
5.935	1.39882
5.94	1.23552
5.945	1.13122
5.95	1.05882
5.955	1.00361
5.96	0.957214
5.965	0.913992
5.97	0.869501
5.975	0.81928
5.98	0.759288
5.982	0.733058
5.984	0.708417
5.985	0.699157
5.986	0.692717
5.988	0.705356
5.99	0.791756
5.992	1.02151
5.994	1.37031
5.995	1.5183
5.996	1.6113
5.997	1.6485
5.998	1.6444
5.999	1.6161
6	1.5764
6.001	1.5332
6.002	1.4907
6.003	1.4507
6.004	1.4142
6.006	1.3513
6.008	1.3003
6.01	1.2587
6.012	1.2244
6.014	1.1956
6.015	1.18294
6.016	1.1712
6.018	1.1501
6.02	1.1316
6.025	1.0941
6.03	1.065
6.035	1.04139
6.04	1.02159
6.045	1.00469
6.048	0.995759
6.05	0.990471
6.052	0.985391
6.054	0.981354
6.055	0.97962
6.056	0.977728
6.057	0.976385
6.058	0.975523
6.059	0.975076
6.06	0.974978
6.061	0.975219
6.062	0.976618
6.063	0.978684
6.064	0.982077
6.065	0.986859
6.066	0.994047
6.067	1.00354
6.068	1.01799
6.07	1.06589
6.071	1.10689
6.072	1.16749
6.073	1.25859
6.074	1.39339
6.075	1.57269
6.076	1.72738
6.077	1.69468
6.078	1.46378
6.079	1.22258
6.08	1.05838
6.082	0.902133
6.084	0.854943
6.085	0.852709
6.086	0.862702
6.088	0.913012
6.09	0.992671
6.092	1.07258
6.094	1.12518
6.096	1.14558
6.098	1.14388
6.1	1.13128
6.102	1.11275
6.104	1.09431
6.106	1.07709
6.108	1.06135
6.11	1.0472
6.115	1.01752
6.12	0.993807
6.125	0.973992
6.13	0.958051
6.14	0.933283
6.15	0.914731
6.16	0.899614
6.17	0.884181
6.18	0.870626
6.19	0.858292
6.2	0.847178
6.21	0.842345
6.22	0.838509
6.23	0.835319
6.24	0.832439
6.26	0.829319
6.271	0.829089
6.27227	0.829144
6.27227	0.829144
6.28	0.829214
6.3	0.826151
6.31	0.82594
6.32	0.833214
6.34	0.860267
6.35	0.870953
6.36	0.905137
6.37	0.965922
6.38	1.06053
6.385	1.13647
6.39	1.21355
6.395	1.27003
6.4	1.28973
6.405	1.29002
6.41	1.20834
6.415	1.10195
6.42	1.00323
6.43	0.846772
6.43099	0.832892
6.43099	0.832879
6.434	0.792815
6.44	0.722316
6.45	0.642617
6.451	0.637144
6.45225	0.631391
6.45225	0.631387
6.46	0.599142
6.47	0.566303
6.48	0.543688
6.49	0.514456
6.5	0.501974
6.51	0.505659
6.51656	0.512208
6.51656	0.512209
6.518	0.513853
6.52	0.516449
6.54	0.551871
6.55	0.574386
6.56	0.599216
6.58	0.656054
6.6	0.726
6.62	0.77037
6.64	0.80892
6.65	0.817802
6.655	0.82841
6.66	0.849129
6.665	0.872625
6.67	0.908267
6.675	0.939989
6.68	0.899918
6.685	0.878974
6.69	0.86408
6.695	0.85258
6.7	0.846619
6.72	0.830659
6.74	0.834487
6.76	0.858883
6.77	0.883596
6.78	0.916197
6.79	0.976953
6.795	1.02634
6.8	1.08197
6.805	1.15207
6.81	1.22709
6.82	1.28892
6.83	1.08581
6.84	0.891316
6.85	0.776412
6.86	0.740057
6.88	0.713559
6.9	0.705716
6.92	0.69132
6.94	0.684156
6.95	0.680217
6.96	0.679838
6.98	0.687706
7	0.714157
7.02	0.749106
7.03	0.763853
7.035	0.771772
7.04	0.779423
7.045	0.785885
7.05	0.790612
7.055	0.795639
7.06	0.797407
7.065	0.794343
7.07	0.786513
7.08	0.772146
7.09	0.76243
7.1	0.754573
7.12	0.720557
7.14	0.705953
7.15	0.711171
7.16	0.712994
7.17	0.752431
7.18	0.858775
7.19	1.05806
7.2	1.27892
7.21	1.22246
7.22	1.11421
7.23	1.02628
7.24	0.947882
7.25	0.893379
7.26	0.873748
7.28	0.862824
7.3	0.883648
7.32	0.915925
7.325	0.942865
7.33	0.944618
7.335	0.929536
7.34	0.908972
7.345	0.887833
7.35	0.866162
7.353	0.854675
7.35342	0.852999
7.35342	0.852995
7.355	0.847387
7.36	0.826807
7.365	0.784374
7.37	0.724722
7.375	0.787747
7.38	0.85404
7.385	0.846536
7.39	0.838992
7.4	0.823315
7.42	0.810198
7.44	0.805756
7.45	0.803867
7.46	0.800402
7.48	0.791637
7.5	0.780828
7.52	0.80192
7.54	0.798207
7.55	0.793131
7.56	0.788069
7.56577	0.783803
7.56577	0.783802
7.568	0.78124
7.6	0.733979
7.64	0.740269
7.65	0.749768
7.66	0.75674
7.68	0.772062
7.7	0.789057
7.725	0.810852
7.74	0.824323
7.75	0.833656
7.76	0.841503
7.775	0.852161
7.78	0.855265
7.8	0.869041
7.82	0.887603
7.84	0.913474
7.85	0.924882
7.86	0.930584
7.88	0.912944
7.9	0.843772
7.92	0.774549
7.94	0.688833
7.95	0.652732
7.96	0.622297
7.98	0.589516
8	0.576397
8.02	0.574665
8.04	0.581769
8.06	0.593036
8.08	0.60216
8.1	0.601244
8.15	0.640957
8.2	0.664068
8.24	0.696414
8.25	0.70217
8.28	0.697698
8.3	0.694767
8.32	0.686286
8.34	0.671084
8.35	0.663159
8.36	0.653574
8.4	0.616673
8.44	0.603332
8.45	0.603649
8.46	0.600438
8.5	0.603425
8.52	0.604239
8.54	0.610079
8.55	0.61306
8.56	0.61521
8.6	0.630687
8.62	0.649056
8.64	0.668531
8.65	0.676823
8.66	0.691132
8.68	0.710795
8.7	0.71823
8.72	0.732521
8.74	0.733472
8.745	0.730977
8.75	0.729169
8.76	0.725119
8.78	0.706565
8.8	0.672398
8.82	0.63299
8.84	0.60514
8.85	0.598393
8.86	0.592114
8.88	0.593759
8.9	0.597379
8.92	0.612858
8.94	0.639624
8.95	0.652239
8.96	0.661775
8.98	0.675026
8.987	0.681209
9	0.700214
9.02	0.757154
9.04	0.846268
9.05	0.876818
9.06	0.848905
9.08	0.779355
9.1	0.727622
9.12	0.682776
9.136	0.64724
9.14	0.643547
9.15	0.634805
9.16	0.627163
9.18	0.617193
9.2	0.612641
9.248	0.614675
9.25	0.614588
9.3	0.623769
9.35	0.678826
9.4	0.716822
9.431	0.689436
9.43153	0.689273
9.43153	0.689273
9.45	0.685892
9.47	0.681917
9.5	0.678296
9.508	0.676773
9.55	0.672914
9.6	0.675508
9.65	0.695253
9.676	0.709886
9.7	0.72999
9.72	0.747338
9.74	0.764334
9.75	0.772158
9.76	0.77703
9.78	0.784771
9.8	0.78599
9.85	0.742332
9.9	0.670878
9.95	0.625397
10	0.66827
10.1	0.776622
10.122	0.798528
10.15	0.81899
10.1896	0.848807
10.1896	0.848813
10.2	0.85535
10.202	0.857089
10.2447	0.885244
10.2447	0.88525
10.247	0.886527
10.25	0.887896
10.3	0.910783
10.35	0.913723
10.4	0.904547
10.45	0.910774
10.4655	0.901871
10.4655	0.901859
10.468	0.898831
10.5	0.861199
10.526	0.814752
10.5276	0.81178
10.5277	0.811762
10.55	0.770037
10.563	0.755598
10.6	0.714506
10.65	0.656954
10.669	0.644347
10.68	0.637048
10.69	0.635026
10.7	0.639268
10.71	0.637566
10.72	0.607054
10.73	0.546356
10.74	0.567786
10.75	0.588053
10.76	0.603353
10.77	0.616873
10.78	0.628249
10.79	0.637581
10.8	0.646494
10.81	0.654786
10.82	0.662796
10.83	0.669975
10.84	0.6727
10.85	0.671365
10.86	0.666853
10.87	0.660039
10.88	0.654875
10.89	0.652391
10.9	0.65152
10.91	0.651587
10.92	0.658223
10.93	0.672641
10.94	0.704464
10.95	0.747272
10.96	0.801072
10.97	0.837862
10.98	0.848497
10.99	0.858739
11	0.871504
11.007	0.885929
11.0092	0.89088
11.0093	0.890903
11.1	1.10099
11.15	1.15418
11.2	1.12585
11.22	1.0916
11.3	0.95136
11.35	0.864653
11.4	0.843251
11.45	0.903266
11.5	0.953979
11.52	0.970275
11.54	1.00525
11.6	1.13067
11.643	1.1808
11.6482	1.1858
11.6482	1.18581
11.65	1.18717
11.7	1.17925
11.75	1.16738
11.7789	1.18825
11.7789	1.18825
11.779	1.18823
11.796	1.18009
11.7967	1.17954
11.7967	1.17952
11.8	1.17559
11.85	1.11173
11.9	1.05107
11.95	1.01298
11.97	1.02545
11.9703	1.02551
11.9703	1.02551
12	1.01899
12.1	0.943559
12.11	0.939203
12.161	0.886533
12.2	0.871227
12.2467	0.881992
12.2467	0.881993
12.248	0.882212
12.3	0.890703
12.3317	0.889936
12.3317	0.889933
12.3326	0.88973
12.363	0.882862
12.37	0.880968
12.4	0.875572
12.5	0.868371
12.55	0.872072
12.58	0.872897
12.6	0.873007
12.62	0.872018
12.65	0.870304
12.7	0.871061
12.75	0.89134
12.8	0.934254
12.809	0.94221
